1734728090.902344,0
1734728091.010493,8
1734728091.132523,9
1734728091.266432,10
1734728091.386456,9
1734728091.505680,10
1734728091.628183,11
1734728091.739798,10
1734728091.849013,9
1734728091.958373,9
1734728092.075886,9
1734728092.193299,9
1734728092.311608,9
1734728092.429981,6
1734728092.547471,8
1734728092.657615,5
1734728092.775390,6
1734728092.893752,6
1734728093.011582,7
1734728093.129636,5
1734728093.247599,6
1734728093.367875,6
1734728093.495840,6
1734728093.615366,6
1734728093.736028,6
1734728093.861106,6
1734728093.980114,6
1734728094.100873,6
1734728094.222142,8
1734728094.343870,6
1734728094.463355,6
1734728094.583521,6
1734728094.706625,7
1734728094.838541,6
1734728094.959997,7
1734728095.067778,6
1734728095.185999,6
1734728095.304128,6
1734728095.421904,7
1734728095.547510,6
1734728095.667011,6
1734728095.786362,6
1734728095.912016,6
1734728096.029734,8
1734728096.150838,6
1734728096.268881,6
1734728096.399086,7
1734728096.517053,6
1734728096.635952,6
1734728096.753067,6
1734728096.873969,6
1734728096.987328,8
1734728097.102852,10
1734728097.235910,8
1734728097.353104,7
1734728097.489865,8
1734728097.608767,9
1734728097.733282,11
1734728097.853156,8
1734728097.970479,6
1734728098.087145,6
1734728098.204883,6
1734728098.322785,6
1734728098.440341,6
1734728098.558277,5
1734728098.676492,6
1734728098.796992,6
1734728098.922245,8
1734728099.041795,6
1734728099.159775,6
1734728099.278276,6
1734728099.397919,6
1734728099.523858,6
1734728099.641840,7
1734728099.759909,6
1734728099.880423,7
1734728099.999433,6
1734728100.123418,8
1734728100.236020,7
1734728100.348784,7
1734728100.478666,7
1734728100.604681,6
1734728100.722182,5
1734728100.840180,5
1734728100.956552,5
1734728101.076092,2
1734728101.197767,3
1734728101.317412,4
1734728101.441994,7
1734728101.566433,10
1734728101.686178,11
1734728101.811198,12
1734728101.929053,11
1734728102.082390,13
1734728102.220270,13
1734728102.345914,12
1734728102.474878,12
1734728102.601550,11
1734728102.723018,13
1734728102.841443,13
1734728102.961265,12
1734728103.087584,10
1734728103.202864,10
1734728103.316484,9
1734728103.450817,10
1734728103.578541,10
1734728103.700276,8
1734728103.812518,10
1734728103.931863,10
1734728104.049908,11
1734728104.170344,11
1734728104.288560,11
1734728104.408273,10
1734728104.526970,10
1734728104.648469,12
1734728104.769090,11
1734728104.887393,10
1734728105.004274,10
1734728105.128357,9
1734728105.247725,10
1734728105.362443,11
1734728105.479929,10
1734728105.601696,9
1734728105.719907,9
1734728105.837951,9
1734728105.955551,10
1734728106.075603,10
1734728106.193263,9
1734728106.313650,9
1734728106.431154,9
1734728106.554990,9
1734728106.673272,9
1734728106.791771,9
1734728106.914946,9
1734728107.039186,9
1734728107.159593,8
1734728107.280032,10
1734728107.401884,10
1734728107.519938,10
1734728107.641727,9
1734728107.761277,9
1734728107.883807,11
1734728108.007390,13
1734728108.127763,13
1734728108.264100,14
1734728108.389785,11
1734728108.508855,14
1734728108.629203,12
1734728108.748123,12
1734728108.866219,13
1734728108.985778,11
1734728109.105122,12
1734728109.224888,10
1734728109.348403,11
1734728109.466946,10
1734728109.591483,10
1734728109.715705,12
1734728109.833992,11
1734728109.945881,10
1734728110.052311,11
1734728110.173919,10
1734728110.294656,10
1734728110.415014,10
1734728110.534685,12
1734728110.657233,11
1734728110.776386,10
1734728110.895095,10
1734728111.014006,10
1734728111.132427,11
1734728111.249602,8
1734728111.357271,3
1734728111.476558,2
1734728111.592793,3
1734728111.712685,3
1734728111.833701,5
1734728111.952544,7
1734728112.072577,6
1734728112.195459,8
1734728112.317588,8
1734728112.424582,8
1734728112.532244,9
1734728112.653580,11
1734728112.772117,10
1734728112.901523,11
1734728113.021212,9
1734728113.138111,9
1734728113.257647,11
1734728113.376597,11
1734728113.495031,12
1734728113.616493,11
1734728113.736322,10
1734728113.856487,10
1734728113.974490,10
1734728114.092403,11
1734728114.209912,10
1734728114.329200,10
1734728114.438306,10
1734728114.555509,10
1734728114.673024,8
1734728114.793297,11
1734728114.912128,13
1734728115.034611,9
1734728115.152639,10
1734728115.271106,9
1734728115.391353,9
1734728115.509201,10
1734728115.629017,12
1734728115.749100,10
1734728115.867656,10
1734728115.985603,11
1734728116.103735,9
1734728116.221617,10
1734728116.342417,9
1734728116.466638,8
1734728116.589678,9
1734728116.707755,8
1734728116.815761,10
1734728116.939400,10
1734728117.058189,9
1734728117.180979,9
1734728117.301505,11
1734728117.421936,11
1734728117.543780,10
1734728117.662596,11
1734728117.783072,12
1734728117.902889,12
1734728118.056067,12
1734728118.175063,11
1734728118.292938,11
1734728118.411753,11
1734728118.532087,11
1734728118.659162,10
1734728118.769177,12
1734728118.882962,12
1734728119.020388,12
1734728119.131684,12
1734728119.246068,13
1734728119.382327,10
1734728119.500453,11
1734728119.624902,14
1734728119.765493,11
1734728119.886892,10
1734728120.004277,15
1734728120.121243,13
1734728120.244975,12
1734728120.363417,10
1734728120.484672,11
1734728120.610351,10
1734728120.729698,11
1734728120.849381,12
1734728120.970918,10
1734728121.093070,9
1734728121.215032,11
1734728121.337531,11
1734728121.457665,11
1734728121.577718,8
1734728121.698074,3
1734728121.821170,4
1734728121.938090,7
1734728122.050466,8
1734728122.170352,9
1734728122.284184,11
1734728122.397666,11
1734728122.517783,11
1734728122.638583,12
1734728122.758960,13
1734728122.879080,11
1734728122.999330,11
1734728123.121713,11
1734728123.243690,12
1734728123.366885,11
1734728123.486417,12
1734728123.606222,10
1734728123.724361,10
1734728123.849439,11
1734728123.968242,10
1734728124.093031,9
1734728124.214598,8
1734728124.334790,9
1734728124.455361,10
1734728124.575889,10
1734728124.694985,9
1734728124.807492,9
1734728124.926856,8
1734728125.046309,8
1734728125.164823,10
1734728125.282616,9
1734728125.404052,10
1734728125.527599,8
1734728125.647403,9
1734728125.767985,10
1734728125.887188,10
1734728126.005216,8
1734728126.123817,9
1734728126.245660,9
1734728126.363436,10
1734728126.490734,10
1734728126.612885,11
1734728126.733731,11
1734728126.871315,10
1734728126.997696,9
1734728127.117265,11
1734728127.238922,11
1734728127.359326,11
1734728127.483346,11
1734728127.602676,10
1734728127.722589,10
1734728127.842512,10
1734728127.962218,11
1734728128.080052,12
1734728128.197635,11
1734728128.316287,9
1734728128.434065,9
1734728128.555271,10
1734728128.674189,11
1734728128.809061,10
1734728128.931212,9
1734728129.049015,12
1734728129.171734,11
1734728129.292544,11
1734728129.408803,12
1734728129.531760,13
1734728129.658261,13
1734728129.780011,12
1734728129.899451,11
1734728130.014849,12
1734728130.135675,13
1734728130.247242,11
1734728130.367999,14
1734728130.497077,14
1734728130.620795,13
1734728130.737705,14
1734728130.855841,14
1734728130.965522,11
1734728131.085076,11
1734728131.202487,13
1734728131.321817,13
1734728131.439785,10
1734728131.560019,11
1734728131.678567,9
1734728131.796368,9
1734728131.914002,7
1734728132.032842,3
1734728132.151871,3
1734728132.269018,4
1734728132.390652,6
1734728132.509100,7
1734728132.629432,6
1734728132.747962,9
1734728132.868380,9
1734728132.986286,9
1734728133.116089,9
1734728133.233718,10
1734728133.357544,13
1734728133.478050,12
1734728133.595351,12
1734728133.715847,10
1734728133.837433,9
1734728133.957387,11
1734728134.077285,11
1734728134.195524,10
1734728134.314301,9
1734728134.434156,9
1734728134.551817,9
1734728134.675421,9
1734728134.793690,10
1734728134.911405,9
1734728135.018255,9
1734728135.133865,10
1734728135.252068,8
1734728135.366328,8
1734728135.496222,8
1734728135.616617,9
1734728135.743585,9
1734728135.871031,10
1734728135.990838,10
1734728136.108671,11
1734728136.228803,9
1734728136.348587,10
1734728136.486025,11
1734728136.605394,11
1734728136.727952,10
1734728136.848105,10
1734728136.972694,8
1734728137.088172,9
1734728137.204018,11
1734728137.314715,10
1734728137.429225,11
1734728137.547600,9
1734728137.672393,10
1734728137.790382,10
1734728137.911421,11
1734728138.033912,12
1734728138.152405,13
1734728138.274116,11
1734728138.397304,11
1734728138.521041,10
1734728138.636552,10
1734728138.765804,11
1734728138.884356,11
1734728139.016159,12
1734728139.138705,11
1734728139.258249,10
1734728139.372948,10
1734728139.491856,11
1734728139.609957,10
1734728139.722759,11
1734728139.848478,9
1734728139.966341,10
1734728140.090409,11
1734728140.210216,10
1734728140.331089,9
1734728140.460608,10
1734728140.573977,11
1734728140.689547,9
1734728140.810815,11
1734728140.929575,11
1734728141.047212,11
1734728141.166997,10
1734728141.285648,10
1734728141.405402,11
1734728141.529481,12
1734728141.647576,14
1734728141.791927,12
1734728141.908450,11
1734728142.028496,13
1734728142.148864,14
1734728142.277551,5
1734728142.397522,3
1734728142.510895,1
1734728142.631108,2
1734728142.751863,5
1734728142.870239,6
1734728142.987700,7
1734728143.114122,7
1734728143.232929,8
1734728143.354124,8
1734728143.472899,10
1734728143.592939,10
1734728143.716338,8
1734728143.836339,9
1734728143.954041,8
1734728144.072466,8
1734728144.191151,10
1734728144.303261,9
1734728144.421031,8
1734728144.539918,9
1734728144.659106,9
1734728144.780788,9
1734728144.900535,9
1734728145.013952,7
1734728145.131342,8
1734728145.249445,8
1734728145.369545,7
1734728145.496730,6
1734728145.616961,8
1734728145.736163,7
1734728145.855443,7
1734728145.975110,7
1734728146.093360,8
1734728146.215672,9
1734728146.333642,8
1734728146.451995,8
1734728146.569858,8
1734728146.688402,7
1734728146.806148,8
1734728146.924016,9
1734728147.041975,10
1734728147.160656,8
1734728147.280749,8
1734728147.399200,9
1734728147.518805,7
1734728147.638913,8
1734728147.758094,9
1734728147.878187,8
1734728147.999649,8
1734728148.117860,8
1734728148.238499,9
1734728148.359293,8
1734728148.482341,10
1734728148.602397,9
1734728148.731889,7
1734728148.858954,7
1734728148.980377,10
1734728149.103528,10
1734728149.230097,8
1734728149.349112,10
1734728149.471157,9
1734728149.590139,10
1734728149.712175,10
1734728149.831944,10
1734728149.956685,8
1734728150.074914,9
1734728150.194197,8
1734728150.312431,9
1734728150.438538,7
1734728150.559268,7
1734728150.683083,7
1734728150.806564,7
1734728150.924760,8
1734728151.046486,8
1734728151.167440,7
1734728151.294053,7
1734728151.416579,7
1734728151.543525,9
1734728151.670100,9
1734728151.799426,8
1734728151.923581,8
1734728152.045251,8
1734728152.169251,7
1734728152.296562,8
1734728152.409309,8
1734728152.527695,8
1734728152.649431,5
1734728152.778603,2
1734728152.920954,4
1734728153.040520,6
1734728153.161141,9
1734728153.287237,8
1734728153.409603,11
1734728153.529389,12
1734728153.649228,11
1734728153.768665,9
1734728153.884976,10
1734728154.008925,11
1734728154.143452,10
1734728154.268162,11
1734728154.392686,11
1734728154.516979,9
1734728154.635885,11
1734728154.762780,11
1734728154.889349,9
1734728155.008046,11
1734728155.157341,11
1734728155.279457,12
1734728155.404449,8
1734728155.525370,8
1734728155.649955,10
1734728155.776174,10
1734728155.899605,11
1734728156.020318,9
1734728156.180591,11
1734728156.399970,13
1734728156.518757,12
1734728156.636959,10
1734728156.754349,10
1734728156.871486,9
1734728156.990872,8
1734728157.111866,10
1734728157.231643,9
1734728157.351702,9
1734728157.471571,9
1734728157.586342,9
1734728157.711316,10
1734728157.836376,10
1734728157.957785,9
1734728158.077660,8
1734728158.190748,8
1734728158.300936,9
1734728158.421771,9
1734728158.541565,10
1734728158.666848,9
1734728158.788831,9
1734728158.912180,9
1734728159.033104,10
1734728159.152068,9
1734728159.272483,9
1734728159.394267,9
1734728159.519197,7
1734728159.639811,9
1734728159.757179,11
1734728159.875134,8
1734728159.993858,9
1734728160.112346,9
1734728160.232714,9
1734728160.356853,9
1734728160.477372,9
1734728160.595329,10
1734728160.718069,9
1734728160.839329,8
1734728160.974225,10
1734728161.099565,10
1734728161.229502,11
1734728161.356927,10
1734728161.482144,10
1734728161.602685,12
1734728161.724278,9
1734728161.842880,11
1734728161.961750,9
1734728162.083340,11
1734728162.212127,10
1734728162.401361,11
1734728162.520143,10
1734728162.641523,9
1734728162.761907,9
1734728162.888279,4
1734728163.006274,3
1734728163.126164,3
1734728163.252730,4
1734728163.406968,6
1734728163.526432,6
1734728163.652347,7
1734728163.771101,8
1734728163.915128,10
1734728164.031733,11
1734728164.159236,9
1734728164.277263,9
1734728164.396346,10
1734728164.517496,7
1734728164.637910,9
1734728164.756607,9
1734728164.874224,9
1734728164.994810,10
1734728165.115952,9
1734728165.238578,9
1734728165.358430,9
1734728165.478010,10
1734728165.605181,8
1734728165.749698,9
1734728165.895492,9
1734728166.018709,7
1734728166.148189,8
1734728166.267239,8
1734728166.389823,9
1734728166.516315,8
1734728166.653845,7
1734728166.777945,9
1734728166.895151,10
1734728167.015809,8
1734728167.142160,9
1734728167.265116,8
1734728167.393681,10
1734728167.517436,10
1734728167.646627,10
1734728167.776619,8
1734728167.896312,8
1734728168.028963,9
1734728168.148743,10
1734728168.266758,9
1734728168.380344,9
1734728168.501247,9
1734728168.621467,9
1734728168.741667,8
1734728168.860214,9
1734728168.983388,9
1734728169.104283,8
1734728169.223881,9
1734728169.340555,9
1734728169.449361,9
1734728169.573529,9
1734728169.694592,10
1734728169.828466,8
1734728169.985795,10
1734728170.107739,10
1734728170.230227,9
1734728170.352623,8
1734728170.471762,9
1734728170.591671,9
1734728170.712273,11
1734728170.830969,10
1734728170.953901,9
1734728171.073808,10
1734728171.194752,9
1734728171.317032,10
1734728171.435742,9
1734728171.557952,9
1734728171.679127,9
1734728171.804494,9
1734728171.925015,9
1734728172.051816,9
1734728172.175281,8
1734728172.297096,9
1734728172.416554,8
1734728172.536336,9
1734728172.658389,9
1734728172.777324,10
1734728172.896855,9
1734728173.020444,8
1734728173.137136,8
1734728173.251876,2
1734728173.371880,2
1734728173.492410,3
1734728173.624529,4
1734728173.751268,6
1734728173.873313,7
1734728173.999330,8
1734728174.124584,9
1734728174.244902,9
1734728174.363921,11
1734728174.489424,10
1734728174.608260,11
1734728174.730666,12
1734728174.851862,10
1734728174.971357,11
1734728175.088640,12
1734728175.206908,9
1734728175.327692,8
1734728175.445121,8
1734728175.557004,9
1734728175.678227,9
1734728175.797121,9
1734728175.917410,9
1734728176.038329,8
1734728176.163109,9
1734728176.288183,11
1734728176.408734,10
1734728176.514699,10
1734728176.638784,8
1734728176.767114,8
1734728176.885142,9
1734728177.008775,11
1734728177.128109,9
1734728177.244703,9
1734728177.366535,9
1734728177.495320,9
1734728177.616667,9
1734728177.737217,9
1734728177.858296,9
1734728177.982188,8
1734728178.100939,8
1734728178.220937,9
1734728178.340629,8
1734728178.466245,10
1734728178.583666,8
1734728178.706861,8
1734728178.826901,9
1734728178.944775,8
1734728179.066049,9
1734728179.186019,9
1734728179.307325,8
1734728179.425571,8
1734728179.544031,9
1734728179.663886,9
1734728179.781934,9
1734728179.899861,8
1734728180.015363,7
1734728180.126013,8
1734728180.244349,7
1734728180.362417,8
1734728180.480484,7
1734728180.594311,7
1734728180.712389,9
1734728180.832804,8
1734728180.955796,8
1734728181.076731,8
1734728181.196782,8
1734728181.318060,9
1734728181.437809,10
1734728181.556471,11
1734728181.666030,11
1734728181.784810,11
1734728181.910836,9
1734728182.028497,7
1734728182.147291,8
1734728182.265616,8
1734728182.383461,8
1734728182.501335,8
1734728182.618646,7
1734728182.740834,0
1734728182.858329,0
1734728182.977028,0
1734728183.093990,0
1734728183.216998,0
1734728183.334426,0
1734728183.451704,0
1734728183.568729,0
1734728183.687418,0
1734728183.805952,0
1734728183.925099,0
1734728184.042725,0
1734728184.160384,0
1734728184.278034,0
1734728184.396613,1
1734728184.514928,0
1734728184.632241,0
1734728184.749444,0
1734728184.875144,0
1734728184.995013,0
1734728185.113832,0
